asn,degree
264991,27
265021,27
265061,27
265264,27
265347,27
262691,27
262725,27
265937,27
262784,27
266065,27
266084,27
262812,27
266165,27
262819,27
262820,27
266210,27
266368,27
266420,27
266428,27
266523,27
262952,27
23105,27
7784,27
263583,27
10362,27
13046,27
13184,27
13329,27
264486,27
264580,27
264582,27
15296,27
16083,27
264948,27
17113,27
18302,27
18351,27
265300,27
19893,27
262585,27
265938,27
265948,27
262650,27
23404,27
24955,27
266328,27
27066,27
28127,27
28156,27
28207,27
28218,27
28229,27
28254,27
28276,27
28305,27
28307,27
28311,27
28331,27
28588,27
28591,27
28654,27
28668,27
28773,27
28884,27
29802,27
30373,27
35788,27
35908,27
39153,27
39405,27
40805,27
41221,27
42739,27
42909,27
43833,27
43994,27
263357,27
263386,27
47762,27
49800,27
52550,27
52570,27
52604,27
52664,27
52669,27
52691,27
52890,27
52952,27
53020,27
53025,27
53111,27
53122,27
53132,27
53140,27
53152,27
53165,27
53175,27
53196,27
53209,27
53230,27
61584,27
61683,27
61719,27
61873,27
61888,27
62432,27
264005,27
196798,27
197068,27
197669,27
200507,27
264491,27
262501,27
265241,27
262363,26
262408,26
262412,26
262413,26
262448,26
376,26
262546,26
262557,26
262628,26
262644,26
262647,26
262665,26
262672,26
262680,26
262684,26
262700,26
262729,26
262745,26
262813,26
262856,26
262893,26
262906,26
262938,26
262983,26
262992,26
263041,26
263049,26
263055,26
263071,26
263077,26
263110,26
263119,26
263128,26
263251,26
263328,26
263332,26
263420,26
263449,26
263466,26
262372,26
263535,26
263648,26
263668,26
263672,26
262402,26
262420,26
263897,26
263966,26
263989,26
264009,26
264014,26
1880,26
264073,26
264076,26
264101,26
264112,26
264145,26
262478,26
264152,26
264182,26
264186,26
264226,26
264255,26
264262,26
264265,26
264285,26
264342,26
264383,26
264393,26
264425,26
264432,26
264492,26
264497,26
264500,26
264538,26
264547,26
264560,26
264590,26
264600,26
262558,26
2614,26
264903,26
262609,26
265036,26
265037,26
265055,26
265065,26
265075,26
265091,26
265095,26
265154,26
265185,26
265234,26
265242,26
262662,26
265260,26
265262,26
265292,26
265303,26
265348,26
265358,26
265359,26
262685,26
265398,26
265430,26
265437,26
3308,26
265475,26
265478,26
265498,26
262730,26
3605,26
262755,26
265864,26
265927,26
265955,26
265960,26
265980,26
266001,26
262787,26
266039,26
266060,26
266062,26
266076,26
266107,26
266112,26
266137,26
262811,26
266154,26
266159,26
266162,26
266185,26
266211,26
266256,26
266341,26
266346,26
266372,26
266382,26
266391,26
266395,26
266413,26
266414,26
266433,26
266448,26
266454,26
266466,26
266480,26
266525,26
266633,26
266635,26
266923,26
266933,26
266951,26
262946,26
266966,26
266995,26
267040,26
267043,26
267088,26
267098,26
267423,26
